outcome code,count,year,month,date_formatted,,,,,
DS,6,2011,1,1/1/2011,,1,,,
DE,41,2011,4,4/1/2011,,1,,,
LT,23,2011,4,4/1/2011,,1,,,
DS,4,2011,10,10/1/2011,,1,,,
DS,3,2011,7,7/1/2011,,1,,,
HO,105,2011,11,11/1/2011,,1,,,
CA,1,2011,7,7/1/2011,,1,,,
CA,14,2011,10,10/1/2011,,1,,,
DE,37,2011,12,12/1/2011,,1,,,
LT,13,2011,12,12/1/2011,,1,,,
OT,113,2011,2,2/1/2011,,1,,,
HO,103,2011,8,8/1/2011,,1,,,
LT,9,2011,3,3/1/2011,,1,,,
DE,14,2011,3,3/1/2011,,1,,,
OT,139,2011,8,8/1/2011,,1,,,
HO,53,2011,2,2/1/2011,,1,,,
HO,269,2012,4,4/1/2012,,1,,,
DS,18,2012,6,6/1/2012,,1,,,
OT,574,2012,12,12/1/2012,,1,,,
HO,250,2012,5,5/1/2012,,1,,,
CA,19,2012,6,6/1/2012,,1,,,
OT,406,2012,5,5/1/2012,,1,,,
HO,374,2012,12,12/1/2012,,1,,,
DE,67,2012,11,11/1/2012,,1,,,
OT,366,2012,4,4/1/2012,,1,,,
LT,49,2012,11,11/1/2012,,1,,,
DE,65,2012,8,8/1/2012,,1,,,
LT,30,2012,8,8/1/2012,,1,,,
HO,193,2012,3,3/1/2012,,1,,,
LT,6,2012,2,2/1/2012,,1,,,
CA,13,2012,9,9/1/2012,,1,,,
DE,37,2012,2,2/1/2012,,1,,,
DS,37,2012,9,9/1/2012,,1,,,
OT,299,2012,3,3/1/2012,,1,,,
HO,271,2012,9,9/1/2012,,1,,,
CA,7,2012,3,3/1/2012,,1,,,
OT,406,2012,9,9/1/2012,,1,,,
DS,18,2012,3,3/1/2012,,1,,,
DE,53,2012,7,7/1/2012,,1,,,
DE,93,2012,10,10/1/2012,,1,,,
CA,1,2012,12,12/1/2012,,1,,,
LT,39,2012,10,10/1/2012,,1,,,
LT,28,2012,7,7/1/2012,,1,,,
OT,373,2012,6,6/1/2012,,1,,,
DS,72,2012,12,12/1/2012,,1,,,
DS,22,2012,5,5/1/2012,,1,,,
CA,7,2012,4,4/1/2012,,1,,,
DE,45,2012,1,1/1/2012,,1,,,
DS,27,2012,4,4/1/2012,,1,,,
CA,16,2012,5,5/1/2012,,1,,,
HO,257,2012,6,6/1/2012,,1,,,
LT,10,2012,1,1/1/2012,,1,,,
CA,17,2012,8,8/1/2012,,1,,,
DS,64,2012,8,8/1/2012,,1,,,
DE,55,2012,9,9/1/2012,,1,,,
LT,26,2012,9,9/1/2012,,1,,,
CA,5,2012,2,2/1/2012,,1,,,
DS,19,2012,2,2/1/2012,,1,,,
OT,408,2012,7,7/1/2012,,1,,,
OT,561,2012,10,10/1/2012,,1,,,
HO,117,2012,1,1/1/2012,,1,,,
LT,41,2012,6,6/1/2012,,1,,,
DE,56,2012,6,6/1/2012,,1,,,
HO,386,2012,10,10/1/2012,,1,,,
OT,250,2012,1,1/1/2012,,1,,,
HO,270,2012,7,7/1/2012,,1,,,
DS,53,2012,11,11/1/2012,,1,,,
CA,6,2012,11,11/1/2012,,1,,,
CA,5,2012,7,7/1/2012,,1,,,
CA,13,2012,10,10/1/2012,,1,,,
DE,54,2012,12,12/1/2012,,1,,,
LT,51,2012,12,12/1/2012,,1,,,
DS,71,2012,10,10/1/2012,,1,,,
HO,356,2012,11,11/1/2012,,1,,,
DS,61,2012,7,7/1/2012,,1,,,
DE,33,2012,4,4/1/2012,,1,,,
OT,497,2012,11,11/1/2012,,1,,,
DS,12,2012,1,1/1/2012,,1,,,
LT,16,2012,4,4/1/2012,,1,,,
CA,10,2012,1,1/1/2012,,1,,,
DE,60,2012,5,5/1/2012,,1,,,
LT,32,2012,5,5/1/2012,,1,,,
HO,131,2012,2,2/1/2012,,1,,,
OT,479,2012,8,8/1/2012,,1,,,
LT,13,2012,3,3/1/2012,,1,,,
HO,362,2012,8,8/1/2012,,1,,,
DE,21,2012,3,3/1/2012,,1,,,
OT,232,2012,2,2/1/2012,,1,,,
HO,448,2013,4,4/1/2013,,1,,,
DS,38,2013,6,6/1/2013,,1,,,
HO,635,2013,5,5/1/2013,,1,,,
OT,898,2013,12,12/1/2013,,1,,,
CA,3,2013,6,6/1/2013,,1,,,
HO,614,2013,12,12/1/2013,,1,,,
OT,845,2013,5,5/1/2013,,1,,,
OT,698,2013,4,4/1/2013,,1,,,
DE,133,2013,11,11/1/2013,,1,,,
LT,90,2013,11,11/1/2013,,1,,,
DE,108,2013,8,8/1/2013,,1,,,
HO,350,2013,3,3/1/2013,,1,,,
LT,63,2013,8,8/1/2013,,1,,,
CA,7,2013,9,9/1/2013,,1,,,
LT,57,2013,2,2/1/2013,,1,,,
DE,85,2013,2,2/1/2013,,1,,,
DS,49,2013,9,9/1/2013,,1,,,
OT,546,2013,3,3/1/2013,,1,,,
HO,486,2013,9,9/1/2013,,1,,,
CA,22,2013,3,3/1/2013,,1,,,
OT,824,2013,9,9/1/2013,,1,,,
DS,53,2013,3,3/1/2013,,1,,,
DE,88,2013,7,7/1/2013,,1,,,
CA,6,2013,12,12/1/2013,,1,,,
DE,135,2013,10,10/1/2013,,1,,,
OT,666,2013,6,6/1/2013,,1,,,
LT,65,2013,10,10/1/2013,,1,,,
LT,42,2013,7,7/1/2013,,1,,,
DS,138,2013,12,12/1/2013,,1,,,
DS,77,2013,5,5/1/2013,,1,,,
CA,5,2013,4,4/1/2013,,1,,,
DS,78,2013,4,4/1/2013,,1,,,
CA,4,2013,5,5/1/2013,,1,,,
DE,53,2013,1,1/1/2013,,1,,,
LT,42,2013,1,1/1/2013,,1,,,
HO,451,2013,6,6/1/2013,,1,,,
CA,17,2013,8,8/1/2013,,1,,,
DS,41,2013,8,8/1/2013,,1,,,
DE,101,2013,9,9/1/2013,,1,,,
CA,2,2013,2,2/1/2013,,1,,,
LT,56,2013,9,9/1/2013,,1,,,
DS,43,2013,2,2/1/2013,,1,,,
LT,74,2013,6,6/1/2013,,1,,,
OT,816,2013,7,7/1/2013,,1,,,
HO,419,2013,1,1/1/2013,,1,,,
OT,950,2013,10,10/1/2013,,1,,,
DE,128,2013,6,6/1/2013,,1,,,
OT,633,2013,1,1/1/2013,,1,,,
HO,637,2013,10,10/1/2013,,1,,,
DS,82,2013,11,11/1/2013,,1,,,
HO,587,2013,7,7/1/2013,,1,,,
CA,39,2013,11,11/1/2013,,1,,,
CA,19,2013,7,7/1/2013,,1,,,
DE,160,2013,12,12/1/2013,,1,,,
CA,7,2013,10,10/1/2013,,1,,,
LT,46,2013,12,12/1/2013,,1,,,
DS,56,2013,10,10/1/2013,,1,,,
DS,46,2013,7,7/1/2013,,1,,,
HO,527,2013,11,11/1/2013,,1,,,
OT,939,2013,11,11/1/2013,,1,,,
DS,42,2013,1,1/1/2013,,1,,,
DE,101,2013,4,4/1/2013,,1,,,
LT,29,2013,4,4/1/2013,,1,,,
DE,130,2013,5,5/1/2013,,1,,,
CA,3,2013,1,1/1/2013,,1,,,
LT,92,2013,5,5/1/2013,,1,,,
HO,342,2013,2,2/1/2013,,1,,,
OT,923,2013,8,8/1/2013,,1,,,
HO,578,2013,8,8/1/2013,,1,,,
LT,39,2013,3,3/1/2013,,1,,,
DE,80,2013,3,3/1/2013,,1,,,
OT,543,2013,2,2/1/2013,,1,,,
OT,1462,2014,8,8/1/2014,,1,,,
HO,724,2014,2,2/1/2014,,1,,,
OT,1093,2014,2,2/1/2014,,1,,,
LT,91,2014,3,3/1/2014,,1,,,
HO,1191,2014,8,8/1/2014,,1,,,
DE,152,2014,3,3/1/2014,,1,,,
DS,117,2014,10,10/1/2014,,1,,,
HO,1369,2014,11,11/1/2014,,1,,,
DS,55,2014,7,7/1/2014,,1,,,
CA,12,2014,7,7/1/2014,,1,,,
DE,340,2014,12,12/1/2014,,1,,,
CA,6,2014,10,10/1/2014,,1,,,
LT,199,2014,12,12/1/2014,,1,,,
DE,177,2014,5,5/1/2014,,1,,,
CA,13,2014,1,1/1/2014,,1,,,
LT,134,2014,5,5/1/2014,,1,,,
OT,1715,2014,11,11/1/2014,,1,,,
DS,80,2014,1,1/1/2014,,1,,,
DE,141,2014,4,4/1/2014,,1,,,
LT,119,2014,4,4/1/2014,,1,,,
LT,86,2014,6,6/1/2014,,1,,,
OT,1253,2014,7,7/1/2014,,1,,,
OT,1854,2014,10,10/1/2014,,1,,,
HO,891,2014,1,1/1/2014,,1,,,
DE,179,2014,6,6/1/2014,,1,,,
CA,11,2014,11,11/1/2014,,1,,,
HO,1294,2014,10,10/1/2014,,1,,,
OT,1198,2014,1,1/1/2014,,1,,,
HO,872,2014,7,7/1/2014,,1,,,
DS,270,2014,11,11/1/2014,,1,,,
DS,112,2014,8,8/1/2014,,1,,,
CA,14,2014,8,8/1/2014,,1,,,
DS,110,2014,2,2/1/2014,,1,,,
DE,200,2014,9,9/1/2014,,1,,,
CA,5,2014,2,2/1/2014,,1,,,
LT,121,2014,9,9/1/2014,,1,,,
DS,125,2014,12,12/1/2014,,1,,,
DE,166,2014,7,7/1/2014,,1,,,
CA,27,2014,12,12/1/2014,,1,,,
DE,232,2014,10,10/1/2014,,1,,,
OT,1207,2014,6,6/1/2014,,1,,,
LT,129,2014,10,10/1/2014,,1,,,
LT,92,2014,7,7/1/2014,,1,,,
DS,135,2014,4,4/1/2014,,1,,,
CA,21,2014,5,5/1/2014,,1,,,
DE,269,2014,1,1/1/2014,,1,,,
LT,141,2014,1,1/1/2014,,1,,,
HO,894,2014,6,6/1/2014,,1,,,
DS,178,2014,5,5/1/2014,,1,,,
CA,37,2014,4,4/1/2014,,1,,,
HO,1129,2014,9,9/1/2014,,1,,,
OT,1517,2014,9,9/1/2014,,1,,,
DS,106,2014,3,3/1/2014,,1,,,
CA,19,2014,3,3/1/2014,,1,,,
DE,187,2014,8,8/1/2014,,1,,,
LT,106,2014,8,8/1/2014,,1,,,
HO,858,2014,3,3/1/2014,,1,,,
DS,104,2014,9,9/1/2014,,1,,,
OT,1064,2014,3,3/1/2014,,1,,,
CA,13,2014,9,9/1/2014,,1,,,
LT,110,2014,2,2/1/2014,,1,,,
DE,171,2014,2,2/1/2014,,1,,,
HO,900,2014,5,5/1/2014,,1,,,
OT,2278,2014,12,12/1/2014,,1,,,
CA,24,2014,6,6/1/2014,,1,,,
HO,996,2014,4,4/1/2014,,1,,,
DS,159,2014,6,6/1/2014,,1,,,
OT,1373,2014,4,4/1/2014,,1,,,
DE,303,2014,11,11/1/2014,,1,,,
LT,228,2014,11,11/1/2014,,1,,,
HO,1570,2014,12,12/1/2014,,1,,,
OT,1392,2014,5,5/1/2014,,1,,,
DE,319,2015,2,2/1/2015,,1,,,
CA,79,2015,9,9/1/2015,,1,,,
LT,188,2015,2,2/1/2015,,1,,,
OT,3414,2015,3,3/1/2015,,1,,,
DS,391,2015,9,9/1/2015,,1,,,
LT,339,2015,8,8/1/2015,,1,,,
HO,2196,2015,3,3/1/2015,,1,,,
DE,743,2015,8,8/1/2015,,1,,,
HO,12290,2015,12,12/1/2015,,1,,,
OT,3383,2015,5,5/1/2015,,1,,,
LT,873,2015,11,11/1/2015,,1,,,
OT,3732,2015,4,4/1/2015,,1,,,
DE,1781,2015,11,11/1/2015,,1,,,
DS,304,2015,6,6/1/2015,,1,,,
HO,2590,2015,4,4/1/2015,,1,,,
CA,50,2015,6,6/1/2015,,1,,,
HO,2612,2015,5,5/1/2015,,1,,,
OT,14451,2015,12,12/1/2015,,1,,,
DS,243,2015,5,5/1/2015,,1,,,
CA,39,2015,4,4/1/2015,,1,,,
LT,154,2015,1,1/1/2015,,1,,,
HO,2838,2015,6,6/1/2015,,1,,,
DS,207,2015,4,4/1/2015,,1,,,
CA,28,2015,5,5/1/2015,,1,,,
DE,327,2015,1,1/1/2015,,1,,,
OT,3929,2015,6,6/1/2015,,1,,,
LT,655,2015,10,10/1/2015,,1,,,
LT,381,2015,7,7/1/2015,,1,,,
DE,879,2015,7,7/1/2015,,1,,,
CA,149,2015,12,12/1/2015,,1,,,
DE,1225,2015,10,10/1/2015,,1,,,
DS,773,2015,12,12/1/2015,,1,,,
CA,91,2015,3,3/1/2015,,1,,,
DS,190,2015,3,3/1/2015,,1,,,
OT,6793,2015,9,9/1/2015,,1,,,
HO,4786,2015,9,9/1/2015,,1,,,
HO,5841,2015,10,10/1/2015,,1,,,
OT,2051,2015,1,1/1/2015,,1,,,
HO,3987,2015,7,7/1/2015,,1,,,
DS,572,2015,11,11/1/2015,,1,,,
CA,574,2015,11,11/1/2015,,1,,,
DE,521,2015,6,6/1/2015,,1,,,
LT,314,2015,6,6/1/2015,,1,,,
OT,5186,2015,7,7/1/2015,,1,,,
OT,8691,2015,10,10/1/2015,,1,,,
HO,1475,2015,1,1/1/2015,,1,,,
CA,60,2015,2,2/1/2015,,1,,,
LT,522,2015,9,9/1/2015,,1,,,
DE,1207,2015,9,9/1/2015,,1,,,
DS,218,2015,2,2/1/2015,,1,,,
CA,53,2015,8,8/1/2015,,1,,,
DS,266,2015,8,8/1/2015,,1,,,
DE,496,2015,3,3/1/2015,,1,,,
LT,208,2015,3,3/1/2015,,1,,,
HO,3660,2015,8,8/1/2015,,1,,,
OT,2409,2015,2,2/1/2015,,1,,,
HO,2002,2015,2,2/1/2015,,1,,,
OT,5004,2015,8,8/1/2015,,1,,,
LT,224,2015,4,4/1/2015,,1,,,
OT,10584,2015,11,11/1/2015,,1,,,
DS,103,2015,1,1/1/2015,,1,,,
DE,550,2015,4,4/1/2015,,1,,,
LT,273,2015,5,5/1/2015,,1,,,
DE,486,2015,5,5/1/2015,,1,,,
CA,35,2015,1,1/1/2015,,1,,,
LT,1187,2015,12,12/1/2015,,1,,,
CA,60,2015,7,7/1/2015,,1,,,
DE,2965,2015,12,12/1/2015,,1,,,
CA,110,2015,10,10/1/2015,,1,,,
DS,506,2015,10,10/1/2015,,1,,,
HO,7476,2015,11,11/1/2015,,1,,,
DS,272,2015,7,7/1/2015,,1,,,
DE,12703,2016,9,9/1/2016,,1,,,
CA,667,2016,2,2/1/2016,,1,,,
LT,3208,2016,9,9/1/2016,,1,,,
RI,143,2016,2,2/1/2016,,1,,,
DS,2426,2016,2,2/1/2016,,1,,,
CA,594,2016,8,8/1/2016,,1,,,
DS,2111,2016,8,8/1/2016,,1,,,
RI,148,2016,8,8/1/2016,,1,,,
HO,26854,2016,10,10/1/2016,,1,,,
OT,35078,2016,1,1/1/2016,,1,,,
DS,1968,2016,11,11/1/2016,,1,,,
HO,26294,2016,7,7/1/2016,,1,,,
RI,98,2016,11,11/1/2016,,1,,,
CA,570,2016,11,11/1/2016,,1,,,
LT,3787,2016,6,6/1/2016,,1,,,
OT,40144,2016,7,7/1/2016,,1,,,
OT,40995,2016,10,10/1/2016,,1,,,
HO,25194,2016,1,1/1/2016,,1,,,
DE,11846,2016,6,6/1/2016,,1,,,
OT,45224,2016,11,11/1/2016,,1,,,
DS,1812,2016,1,1/1/2016,,1,,,
DE,9305,2016,4,4/1/2016,,1,,,
RI,145,2016,1,1/1/2016,,1,,,
LT,2918,2016,4,4/1/2016,,1,,,
DE,10880,2016,5,5/1/2016,,1,,,
CA,403,2016,1,1/1/2016,,1,,,
LT,3172,2016,5,5/1/2016,,1,,,
CA,312,2016,7,7/1/2016,,1,,,
CA,320,2016,10,10/1/2016,,1,,,
DE,12315,2016,12,12/1/2016,,1,,,
LT,3760,2016,12,12/1/2016,,1,,,
DS,1793,2016,10,10/1/2016,,1,,,
DS,1815,2016,7,7/1/2016,,1,,,
HO,29411,2016,11,11/1/2016,,1,,,
RI,107,2016,7,7/1/2016,,1,,,
RI,87,2016,10,10/1/2016,,1,,,
LT,3078,2016,3,3/1/2016,,1,,,
HO,30594,2016,8,8/1/2016,,1,,,
DE,11331,2016,3,3/1/2016,,1,,,
OT,46160,2016,2,2/1/2016,,1,,,
HO,30531,2016,2,2/1/2016,,1,,,
OT,45612,2016,8,8/1/2016,,1,,,
HO,31790,2016,12,12/1/2016,,1,,,
OT,47591,2016,5,5/1/2016,,1,,,
OT,41805,2016,4,4/1/2016,,1,,,
DE,11089,2016,11,11/1/2016,,1,,,
LT,3154,2016,11,11/1/2016,,1,,,
RI,175,2016,6,6/1/2016,,1,,,
HO,28809,2016,4,4/1/2016,,1,,,
DS,2434,2016,6,6/1/2016,,1,,,
HO,33013,2016,5,5/1/2016,,1,,,
OT,49227,2016,12,12/1/2016,,1,,,
CA,476,2016,6,6/1/2016,,1,,,
CA,320,2016,9,9/1/2016,,1,,,
LT,3012,2016,2,2/1/2016,,1,,,
DE,10858,2016,2,2/1/2016,,1,,,
DS,2048,2016,9,9/1/2016,,1,,,
OT,49878,2016,3,3/1/2016,,1,,,
RI,105,2016,9,9/1/2016,,1,,,
DE,9734,2016,8,8/1/2016,,1,,,
LT,2957,2016,8,8/1/2016,,1,,,
HO,33771,2016,3,3/1/2016,,1,,,
CA,726,2016,3,3/1/2016,,1,,,
RI,151,2016,3,3/1/2016,,1,,,
OT,50584,2016,9,9/1/2016,,1,,,
DS,2300,2016,3,3/1/2016,,1,,,
HO,34099,2016,9,9/1/2016,,1,,,
DS,2438,2016,5,5/1/2016,,1,,,
CA,382,2016,4,4/1/2016,,1,,,
RI,162,2016,5,5/1/2016,,1,,,
DS,2048,2016,4,4/1/2016,,1,,,
CA,363,2016,5,5/1/2016,,1,,,
DE,10074,2016,1,1/1/2016,,1,,,
LT,2526,2016,1,1/1/2016,,1,,,
RI,128,2016,4,4/1/2016,,1,,,
HO,41682,2016,6,6/1/2016,,1,,,
DE,8219,2016,7,7/1/2016,,1,,,
DE,9318,2016,10,10/1/2016,,1,,,
CA,626,2016,12,12/1/2016,,1,,,
OT,56985,2016,6,6/1/2016,,1,,,
LT,2986,2016,10,10/1/2016,,1,,,
LT,2822,2016,7,7/1/2016,,1,,,
DS,1888,2016,12,12/1/2016,,1,,,
RI,114,2016,12,12/1/2016,,1,,,
DE,10556,2017,2,2/1/2017,,1,,,
CA,309,2017,9,9/1/2017,,1,,,
LT,3029,2017,2,2/1/2017,,1,,,
OT,55460,2017,3,3/1/2017,,1,,,
RI,79,2017,9,9/1/2017,,1,,,
DS,1686,2017,9,9/1/2017,,1,,,
HO,35646,2017,3,3/1/2017,,1,,,
LT,3059,2017,8,8/1/2017,,1,,,
DE,9062,2017,8,8/1/2017,,1,,,
HO,25150,2017,12,12/1/2017,,1,,,
OT,44345,2017,5,5/1/2017,,1,,,
LT,2042,2017,11,11/1/2017,,1,,,
OT,40184,2017,4,4/1/2017,,1,,,
DE,9152,2017,11,11/1/2017,,1,,,
DS,1975,2017,6,6/1/2017,,1,,,
RI,161,2017,6,6/1/2017,,1,,,
HO,24908,2017,4,4/1/2017,,1,,,
CA,276,2017,6,6/1/2017,,1,,,
HO,27312,2017,5,5/1/2017,,1,,,
OT,41271,2017,12,12/1/2017,,1,,,
RI,128,2017,5,5/1/2017,,1,,,
DS,1750,2017,5,5/1/2017,,1,,,
CA,331,2017,4,4/1/2017,,1,,,
LT,2839,2017,1,1/1/2017,,1,,,
RI,91,2017,4,4/1/2017,,1,,,
HO,27842,2017,6,6/1/2017,,1,,,
DS,1566,2017,4,4/1/2017,,1,,,
CA,232,2017,5,5/1/2017,,1,,,
DE,15170,2017,1,1/1/2017,,1,,,
OT,44266,2017,6,6/1/2017,,1,,,
LT,2197,2017,10,10/1/2017,,1,,,
LT,2791,2017,7,7/1/2017,,1,,,
DE,8869,2017,7,7/1/2017,,1,,,
DE,8070,2017,10,10/1/2017,,1,,,
CA,353,2017,12,12/1/2017,,1,,,
RI,89,2017,12,12/1/2017,,1,,,
DS,1833,2017,12,12/1/2017,,1,,,
CA,444,2017,3,3/1/2017,,1,,,
DS,2178,2017,3,3/1/2017,,1,,,
RI,110,2017,3,3/1/2017,,1,,,
OT,40121,2017,9,9/1/2017,,1,,,
HO,27591,2017,9,9/1/2017,,1,,,
RI,66,2017,11,11/1/2017,,1,,,
OT,41692,2017,1,1/1/2017,,1,,,
HO,19374,2017,10,10/1/2017,,1,,,
HO,23272,2017,7,7/1/2017,,1,,,
DS,1427,2017,11,11/1/2017,,1,,,
CA,544,2017,11,11/1/2017,,1,,,
DE,10766,2017,6,6/1/2017,,1,,,
LT,3451,2017,6,6/1/2017,,1,,,
OT,38646,2017,7,7/1/2017,,1,,,
HO,27721,2017,1,1/1/2017,,1,,,
OT,34389,2017,10,10/1/2017,,1,,,
CA,343,2017,2,2/1/2017,,1,,,
LT,2753,2017,9,9/1/2017,,1,,,
DE,9643,2017,9,9/1/2017,,1,,,
DS,1961,2017,2,2/1/2017,,1,,,
RI,241,2017,2,2/1/2017,,1,,,
CA,277,2017,8,8/1/2017,,1,,,
RI,122,2017,8,8/1/2017,,1,,,
DS,1716,2017,8,8/1/2017,,1,,,
DE,12460,2017,3,3/1/2017,,1,,,
HO,24176,2017,8,8/1/2017,,1,,,
LT,3654,2017,3,3/1/2017,,1,,,
OT,44042,2017,2,2/1/2017,,1,,,
HO,28696,2017,2,2/1/2017,,1,,,
OT,39871,2017,8,8/1/2017,,1,,,
RI,130,2017,1,1/1/2017,,1,,,
LT,2838,2017,4,4/1/2017,,1,,,
OT,33929,2017,11,11/1/2017,,1,,,
DS,1686,2017,1,1/1/2017,,1,,,
DE,9272,2017,4,4/1/2017,,1,,,
LT,3349,2017,5,5/1/2017,,1,,,
DE,10395,2017,5,5/1/2017,,1,,,
CA,376,2017,1,1/1/2017,,1,,,
LT,3275,2017,12,12/1/2017,,1,,,
CA,274,2017,7,7/1/2017,,1,,,
CA,268,2017,10,10/1/2017,,1,,,
DE,14075,2017,12,12/1/2017,,1,,,
RI,94,2017,7,7/1/2017,,1,,,
RI,68,2017,10,10/1/2017,,1,,,
DS,1342,2017,10,10/1/2017,,1,,,
HO,20586,2017,11,11/1/2017,,1,,,
DS,1607,2017,7,7/1/2017,,1,,,
DE,13219,2018,1,1/1/2018,,1,,,
LT,2668,2018,1,1/1/2018,,1,,,
CA,297,2018,3,3/1/2018,,1,,,
RI,125,2018,3,3/1/2018,,1,,,
DS,1872,2018,3,3/1/2018,,1,,,
LT,2605,2018,2,2/1/2018,,1,,,
DE,11007,2018,2,2/1/2018,,1,,,
OT,36626,2018,3,3/1/2018,,1,,,
HO,20304,2018,3,3/1/2018,,1,,,
LT,2564,2018,3,3/1/2018,,1,,,
DE,15826,2018,3,3/1/2018,,1,,,
OT,35667,2018,2,2/1/2018,,1,,,
HO,21721,2018,2,2/1/2018,,1,,,
DS,1648,2018,1,1/1/2018,,1,,,
RI,133,2018,1,1/1/2018,,1,,,
CA,413,2018,1,1/1/2018,,1,,,
OT,38858,2018,1,1/1/2018,,1,,,
HO,22998,2018,1,1/1/2018,,1,,,
CA,303,2018,2,2/1/2018,,1,,,
RI,116,2018,2,2/1/2018,,1,,,
DS,1691,2018,2,2/1/2018,,1,,,